code,es_la
invite.specific.contacts.or.tell.the.world.about.your.event,"Invita a contactos específicos o comparte tu evento con el mundo"
create.different.registration.forms.for.each.and.collect.all.the.data,"Crea diferentes formularios de registro para cada uno y recopila todos los datos."
recieve.your.attendees.in.your.best.shape,"Recibe a tus asistentes en tu mejor forma"
a.bit.more.sabout.checking.and.onsite.utilities.toolkit,"un poco más sobre la comprobación y el kit de herramientas de utilidades en el sitio"
here.even.more.content.for.that,"aquí aún más contenido para eso"
take.control.over.the.event.in.real.time,"Toma el control del evento en tiempo real"
crate.experiences.that.long.past.the.event,"Crea experiencias que duren mucho tiempo después del evento."
is.it.over.yet,"¿Eso es todo?"
store.all.the.data.into.your.crm.and.learn.who.is.who.in.your.campaigns.link.to.surveys.as.well,"Guarda toda tu data en tu CRM y conoce quien-es-quien en tus campañas. Ligas a encuestas también."
carol.li.rafferty,"Carol Li Rafferty"
the.platforms.professional.look.and.ease.of.use.has.enabled.us.to.stand.out.as.a.premier.forum.for.convening.thought.leaders,"El look profesional de la plataforma y su fácil uso nos ha permitido destacar como un foro de primer nivel para convocar a líderes de opinión."
managing.director.yale.center,"Managing Director, Yale Center"
go.beyond.payments,"Ve más allá de los pagos"
learn.about.your.consumers.with.in.depth.reports,"Conoce más sobre tus consumidores con reportes detallados."
be.always.in.known.about.financial.performance.of.every.activity.you.offer.and.never.lose.a.track.of.any.payment,"Estate siempre al tanto del desempeño financiero de cada actividad que ofreces y nunca pierdas el rastro de ningún pago."
connect.the.dots.from.outreach.to.building.span.classlineinscommunitiesinsspan,"Conecta los puntos de afuera para crear <span class=""line""><ins>comunidades</ins></span>"
connecting.with.your.audience.is.more.important.than.ever.we.can.help.with.scalable.events.memberships.communities.and.payments,"Conectarte con tu audiencia es más importante que nunca. Nosotros te podemos ayudar con eventos escalables, membresías, comunidades y pagos."
want.to.learn.when.this.feature.will.be.available,"¿Quieres saber cuándo estará disponible esta funcionalidad?"
leave.your.information.and.our.sales.team.will.contact.you.with.more.information,"Déjanos tu información de contacto y nuestro equipo de ventas se pondrá en contacto contigo para más información"
full.name,"Nombre Completo"
phone.number,"Número de Teléfono"
email.address,"Dirección de Correo Electrónico"
want.to.see.how.glue.up.can.help.you.automate.your.processes.and.help.you.engage.with.your.audience,"¿Quieres ver cómo Glue Up puede ayudarte a automatizar tus procesos y a interactuar con tu audiencia?"
please.enter.your.information.below.and.our.team.will.contact.you.as.soon.as.possible,"Por favor ingresa tu información abajo y alguien de nuestro equipo se pondrá en contacto contigo lo antes posible."
your.form.was.successfully.submitted,"Tu formulario ha sido entregado exitosamente"
how.we.got.here,"Como llegamos aquí"
2013,2013
eventbank,EventBank
2015,2015
rd,R&D
2017,2017
2018,2018
expansion,Expansión
2019,2019
recognition,Reconocimiento
2020,2020
innovation,Innovación
august,Agosto
olivia.and.eric.launched.eventbank.to.create.an.event.management.software.that.could.help.automating.and.leveraging.the.data.from.their.events,"Olivia y Eric lanzaron EventBank para crear un software de administración de eventos que pudiera automatizar y utilizar datos para sus eventos."
through.partnership.with.the.different.associations.and.chambers.of.commerce.eventbank.develops.its.award.winning.membership.management.module,"A través de asociaciones con diferentes Cámaras de Comercio y Asociaciones, EventBank desarrolla su galardonado Módulo de Administración de Membresías."
mobile.apps.bring.eventbank.all.in.one.functionalities.to.mobile.devices,"Las aplicaciones móviles llevan la funcionalidad todo en uno de Glue Up a todos los dispositivos móviles."
eventbank.expands.its.presence.through.apac.by.opening.offices.in.singapore.and.hong.kong.and.russia.via.joint.venture,"EventBank amplía su presencia a través de APAC abriendo oficinas en Singapur y Hong Kong y Rusia por medio de una empresa conjunta."
eventbank.is.recognized.as.leading.tech.company.in.washington.dc.area,"EventBank es reconocido como la compañía líder en tecnología en el área de Washington DC"
launched.new.community.engagement.modules,"Lanzamiento de nuevos módulos para Interacción con tu Comunidad"
because.paper.currency.is.for.noobs,"Porque el papel moneda es para los novatos."
thank.you,¡Gracias!
we.recieved.your.information.and.will.be.contacting.you.soon,"¡Recibimos tu información y nos pondremos en contacto contigo muy pronto!"
there.were.errors.with.your.submission,"Hubo errores con su envío"
thank.you.for.your.interest.in.glue.up,", gracias por tu interés en Glue Up!"
hello.from.glue.up.the.all.in.one.solution.for.professional.engagement,"Hola desde Glue Up: la solución todo en uno para la interacción profesional"
we.have.received.your.request.and.are.working.on.responding.to.you.as.soon.as.possible,"Hemos recibido tu petición y estamos trabajando en contestarte lo antes posible."
if.you.need.to.contact.us.you.can.reach.out.via.the.live.chat.in.the.right.corner.of.our.website.call.us.at.the.number.below.or.simply.reply.to.this.email.with.any.questions.you.might.have,"Si necesitas soporte, puedes contactarnos en nuestro chat en vivo en la esquina derecha de la página, puedes llamar al número que se indica abajo o simplemente responder este correo con cualquier duda que tengas. "
we.are.looking.forward.to.speaking.with.you.shortly,"Estamos esperando platicar contigo muy pronto."
sincerely,"Sinceramente,"
glue.up.team,"Equipo Glue Up"
lets.do.span.classlineins.business.insspan.together,"Hagamos  <span class=""line""><ins> Negocios </ins></span> Juntos"
lets.do.business.span.classlineins.together.insspan,"Hagamos Negocios <span class=""line""><ins> Juntos </ins></span>"
become.referral.or.reseller.partner.and.start.earning.great.commissions.for.helping.us.spread.glue.up.throughout.the.world,"Conviértete en socio de referencia o revendedor y comienza a ganar grandes comisiones por ayudarnos a difundir Glue Up en todo el mundo."
become.part.of.global.success,"Forma parte del éxito global"
drive.additional.revenue.from.existing.customers.while.attracting.new.business.with.your.expanded.service.offering,"Genera ingresos adicionales de los clientes existentes mientras atraes nuevos negocios con tu oferta de servicios ampliada."
ultimate.toolkit.that.has.everything.clients.need.to.run.successful.events.manage.their.memberships.and.more,"Increíble kit que tiene todo lo que los clientes necesitan para hacer eventos exitosos, administrar sus membresías y más."
two.free.mobile.apps,"Dos aplicaciones móviles gratis"
one.app.for.clients.to.manage.their.operations.from.anywhere.and.one.app.for.their.community.to.stay.connected,"Una aplicación móvil para clientes para administración de sus operación desde cualquier sitio y una aplicación móvil para que su comunidad pueda mantenerse conectada."
super.simple.for.everyone,"Super fácil para todos"
who.is.the.right.partner,"¿Quién es el compañero correcto?"
our.partners.come.from.diverse.backgrounds,"Nuestros clientes vienen de contextos distintos"
they.range.from.individual.consultants.to.event.and.marketing.agencies.to.chambers.of.commerce.association.management.companies.or.other.software.companies,"Están compuestos de consultores individuales, agencias de eventos y marketing, cámaras de comercio, compañías de administración de asociaciones u otras compañías de software."
what.makes.our.product.special,"¿Qué hace a nuestro producto especial?"
a.successful.partnership.starts.with.a.product.that.works.for.both.you.and.your.clients,"Una asociación exitosa comienza con un producto que funciona tanto para ti como para tus clientes."
not.only.do.our.award.winning.solutions.amplify.engagement.they.streamline.operations.for.organizations.of.all.sizes,"Nuestras soluciones galardonadas no solo amplifican la interacción, sino que también optimizan las operaciones para organizaciones de cualquier tamaño."
reseller.program,"Programa de revendedor"
the.reseller.program.is.for.organizations.who.can.handle.the.complete.sales.life.cycle.and.want.to.sell.our.solutions,"El Programa de Revendedores es para organizaciones que pueden manejar el ciclo completo de las ventas y desean vender nuestras soluciones."
referral.program,"Programa de referencia"
the.referral.program.is.for.organizations.who.can.recommend.prospective.clients.but.would.want.glue.up.teeam.to.handle.the.sales.cycle," El Programa de Recomendación es para organizaciones que pueden recomendar clientes potenciales pero que desearían que el equipo de Glue Up se encargue del ciclo de ventas."
what.types.of.partnership.do.you.offer,"¿Qué tipo de alianzas ofrecen?"
application,Solicitud
1.2.3.signing.up.is.that.easy,"1, 2, 3. Registrarse es así de fácil"
1.2.3.brsigning.up.is.that.easy,"1, 2, 3. <br> Registrarse es así de fácil"
apply,Aplicar
complete.one.of.the.applications.for.the.appropriate.partnership.program.listed.above.and.well.schedule.a.call.with.you.within.a.week.to.discuss.next.steps,"Completa una de las solicitudes para el programa de asociación adecuado mencionado anteriormente, y programaremos una llamada dentro de una semana para hablar sobre los próximos pasos."
sign.an.agreement,"Firma un acuerdo"
once.the.appropriate.contract.is.signed.well.begin.the.onboarding.process.as.soon.as.possible,"Una vez que se firme el contrato apropiado, comenzaremos el proceso de integración y capacitación lo más pronto posible."
start.collecting.commissions,"Empieza a recolectar commisiones"
with.the.help.of.your.dedicated.partner.manager.well.get.you.onboarded.and.trained.quickly,"Con la ayuda de tu Gerente de Cuenta, vamos a capacitarte y entrenarte rápidamente."
you.can.begin.closing.deals.enabling.customers.and.collecting.commissions.in.no.time,"Puedes comenzar a cerrar tratos, habilitar clientes y cobrar comisiones en poco tiempo."
user.friendly.mobile.app.for.your.attendees.and.members,"Aplicación móvil amigable para tus asistentes y miembros"
manage.your.operations.and.stay.in.the.know.from.anywhere,"Administra tus operaciones y mantente informado desde cualquier sitio"
plan.promote.execute.and.evaluate.all.of.your.events,"Planea, promociona, ejecuta y evalúa todos tus eventos."
retain.engage.and.grow.your.member.community,"Reten, involucra y haz crecer tu comunidad de miembros."
monetize.and.enhance.your.online.events.and.webinars,"Monetiza y resalta tus eventos digitales y webinars."
enable.your.community.to.thrive.and.amplify.engagement,"Permite que tu comunidad prospere y amplifica la interacción."
build.market.sell.and.analyze.courses.with.ease,"Crea, comercializa, vende y analiza cursos con facilidad."
collect.and.manage.all.your.donations.effortlessly,"Recopila y administra todas tus donaciones sin esfuerzo "
expert.insights.tips.and.articles.to.help.you.become.better,"Conocimiento de expertos, consejos y artículos para ayudarte a mejorar."
find.out.why.customers.stick.with.glue.up,"Descubre por qué los clientes se quedan con Glue Up."
elevate.your.skills.and.become.glue.up.certified,"Eleva tus habilidades y obtén la certificación Glue Up."
get.quick.help.with.tutorials.faqs.or.contact.us,"Obtén ayuda rápida con tutoriales, preguntas frecuentes o contáctanos."
customers,Clientes
expert.insights.tips.and.articles.to.help.you.become.smarter,"Conocimiento de expertos, consejos y artículos para ayudarte a ser mas inteligente"
register.for.our.upcoming.events.around.the.world,"Regístrate para nuestros próximos eventos en todo el mundo."
register.for.our.upcoming.events.webinars.around.the.world,"Regístrate para nuestros próximos eventos y seminarios web en todo el mundo."
learn.about.how.we.protect.you.and.your.data,"Conoce más sobre  cómo protegemos a tu organización y sus datos."
contact,Contacto
we.mean.it.when.we.say.its.span.classlineinsall.in.oneinsspan,"Lo decimos en serio cuando decimos que es <span class=""line""><ins>todo-en-uno</ins></span>"
manage.all.your.contacts.in.one.place.and.leverage.analytics,"Administra tus contactos en un sólo lugar y aprovecha el potencial analítico de la plataforma"
give.your.community.a.digital.place.where.they.can.engage,"Brinda a tu comunidad un lugar donde puedan interactuar"
plan.promote.execute.and.evaluate.one.or.hundred.events,"Planea promociona, ejecuta y evalúa uno o cientos de eventos."
automate.membership.processes.and.provide.members.premium.experience,"Automatiza los procesos de membresía y brinda a los miembros una experiencia premium."
create.send.and.deliver.professional.email.campaigns.of.any.kind,"Crea, envía y entrega campañas de correo electrónico profesionales de cualquier tipo."
streamline.all.your.finance.related.processes.and.grow.revenue,"Optimiza todos los procesos relaciones con las finanzas y crece tus ingresos."
get.things.done.from.an.idea.to.a.successful.completion,"Haz las cosas desde una idea hasta una finalización exitosa."
find.answers.to.your.questions.with.surveys.quizzes.and.polls,"Encuentra respuestas a tus preguntas usando encuestas, cuestionarios y sondeos ."
manage.and.scale.up.your.trainings.and.certification.courses,"Administra y escala tus cursos de capacitación y certificación."
upgrade.your.online.presence.with.a.professional.website.integrated.with.glue.up,"Actualiza tu presencia en línea con un sitio web profesional integrado con Glue Up."
connect.the.tools.you.love.and.use.every.day.with.glue.up,"Conecta las herramientas que amas y usas todos los días con la plataforma Glue Up."
provide.attendees.and.members.mobile.app.to.engage.anywhere,"Proporciona a los asistentes y miembros una aplicación móvil para participar en cualquier lugar."
manage.your.operations.and.stay.in.the.know.on.the.go,"Administra tus operaciones y mantente informado al momento"
plan.promote.execute.and.evaluate.all.your.events,"Planea, promociona, ejecuta y evalúa todos tus eventos."
upgrade.your.online.presence.with.a.fully.integrated.website,"Actualiza tu presencia en línea con un sitio web completamente integrado."
payments.invoicing,"Pagos & Recibos"
request.a.personalized.demo.of.glue.up.platform,"Solicita una demo personalizada de la plataforma Glue Up."
find.out.how.our.solutions.can.help.you.be.more.efficient,"Descubre cómo nuestras soluciones pueden ayudarte a ser más eficiente."
a.glue.up.expert.will.be.in.touch.with.you.shortly.if.you.need.to.contact.us.immediately.please.reach.out.via.live.chat.in.the.right.corner.of.the.screen.or.call.us,"Un experto de Glue Up se pondrá en contacto contigo en breve. Si necesitas contactarnos de inmediato, comunícate a través del chat en vivo en la esquina derecha de la pantalla o llámanos"
a.glue.up.expert.will.be.in.touch.with.you.shortly.if.you.need.to.contact.us.immediately.please.reach.out.via.live.chat.in.the.right.corner.of.the.screen,"Un experto de Glue Up se pondrá en contacto contigo en breve. Si necesitas contactarnos de inmediato, comunícate a través del chat en vivo en la esquina derecha de la pantalla."
glue.up.helps.you.build.and.grow.your.community.through.events.memberships.crm.email.campaigns.finance.and.marketing.tools,"Glue Up te ayuda a construir y hacer crecer tu comunidad a través de eventos, membresías, CRM, campañas de correo electrónico, finanzas y herramientas de marketing."
get.started,Empezar
glue.up.is.an.all.in.one.platform.that.helps.you.build.and.grow.your.community.through.events.memberships.crm.email.campaigns.finance.and.marketing.tools,"Glue Up es una plataforma todo en uno que te ayuda a construir y hacer crecer tu comunidad a través de eventos, membresías, CRM, campañas de correo electrónico, finanzas y herramientas de marketing."
streamline.operations.increase.engagement,"Optimiza tus Operaciones, Incremente la Interacción"
increase.productivity.and.simplify.whole.operations.from.a.to.z.with.solutions.that.not.only.meet.but.exceed.even.the.most.demanding.needs.of.you.and.your.community,"Aumenta tu productividad y simplifica tus operaciones de la A a la Z con soluciones  que rebasen las necesidades más exigentes de tu comunidad"
streamline.operationsbr.increase.engagement,"Optimiza Operaciones,<br> Incrementa la Interacción"
all.in.one,Todo-en-Uno
simple,Simple
automated,Automatizado
become.glue.up.referral.or.reseller.partner,"Conviértete en socio de referencia o revendedor de Glue Up."
media,Medios
videos,Vídeos
your.glue.up.demo.is.on.its.way,"Tu Demo con Glue Up está en camino"
a.glue.up.expert.will.be.in.touch.with.you.shortly.in.the.meantime.here.is.more.information.about.our.process.so.you.know.what.to.expect,"Un experto de Glue Up se pondrá en contacto contigo en breve. Mientras tanto, aquí hay más información sobre nuestro proceso para que sepas qué esperar."
getting.a.demo,"Obtén una demo"
we.usually.reply.to.all.demo.requests.right.away.so.you.will.hear.from.one.of.our.local.colleagues.in.next.few.minutes,"Por lo general respondemos inmediatamente a las peticiones de las demos, así que te contactará alguno de nuestros colegas en los próximos minutos."
review.proposal.and.e.sign.agreement,"Revisa la propuesta y firmar el acuerdo electrónicamente"
after.your.personal.demo.is.over.we.will.prepare.a.tailor.made.proposal.if.all.looks.good.we.will.send.you.an.e.agreement.for.signing,"Una vez finalizada tu demostración personal, prepararemos una propuesta hecha a medida. Si todo se ve bien, te enviaremos un acuerdo electrónico para firma."
going.live,"Entrar en Funcionamiento "
with.the.help.of.your.dedicated.customer.success.manager.well.get.you.onboarded.and.trained.quickly.you.can.begin.creating.events.running.memberships.and.collecting.payments.in.no.time,"Con la ayuda de tu Gerente de Cuenta, vamos a capacitarte y entrenarte rápidamente. Tú puedes empezar a crear eventos, administrar membresías y recolectar pagos en cualquier momento. "
if.you.need.to.contact.us.you.can.reach.out.via.the.live.chat.in.the.right.corner.of.our.website.call.any.of.our.global.offices.or.simply.reply.to.this.email.with.any.questions.you.might.have,"Si necesitas soporte, puedes contactarnos en nuestro chat en vivo en la esquina derecha de la página, puedes llamar a cualquiera de nuestras oficinas globales o simplemente responder este correo con cualquier duda que tengas."
our.solutions.are.helping.hundreds.of.organizations.become.more.efficient.and.engaged.with.their.communitiees,"Nuestras soluciones están ayudando a cientos de organizaciones a operar de forma más eficiente y a interactuar activamente con sus comunidades."
we.are.powering.multinational.enterprises.chambers.of.commerce.associations.startups.and.ngos,"Estamos apoyando a empresas multinacionales, Cámaras de Comercio, Asociaciones, startups y ONGs. "
scale.up.your.events.not.your.work,"Escala tus Eventos, no tu trabajo"
plan.promote.execute.and.evaluate.one.or.hundreds.of.events.large.and.small.from.first.idea.to.attendee.follow.up.with.survey.after.your.event,"Planea, organiza y ejecuta uno o cientos de eventos, grandes o chicos desde la primera idea hasta el seguimiento y evalúa con encuestas el desempeño de tus eventos."
grow.your.audience.into.lasting.relationships,"Haz crecer tu audiencia en relaciones duraderas"
communities,Comunidades
give.your.audience.a.digital.place.where.they.can.connect.with.you.and.your.mission.365.days.a.year.even.when.meeting.face.to.face.isnt.possible,"Brinda a tu audiencia un lugar digital donde pueden conectarse contigo y su misión los 365 días del año, incluso cuando no sea posible reunirse cara a cara."
all.in.one.solutions.for.every.need,"Soluciones Todo-en-Uno para cada necesidad"
no.matter.your.business.need.our.products.are.flexible.enough.to.pave.the.path.thats.best.for.your.organization,"Cualquiera sea la necesidad de tu organización, nuestros productos son suficientemente flexibles para acomodarse a tus necesidades."
cloud.based,"Basado en la Nube"
user.centric,"Centrado en el Usuario"
many.great.features.under.one.umbrella,"Muchas herramientas geniales bajo la misma plataforma"
from.crm.event.management.social.engagement.email.marketing.campaigns.invoicing.membership.management.financing.this.software.enables.you.run.your.business.effectively.and.efficiently,"Desde CRM, administración de eventos, administración social, campañas de marketing por correo electrónico, facturación, administración de membresía y financiación, este software te permite administrar tu negocio de manera efectiva y eficiente."
additionally.glue.up.designs.and.maintains.our.primary.website.which.provides.members.and.users.with.a.high.end.look.and.feel,"Además, Glue Up diseña y mantiene nuestro sitio web principal, el cual brinda a los miembros y usuarios una apariencia de alta gama."
we.host.hundreds.of.events.and.manage.tens.of.thousands.of.contacts.using.glue.up,"Organizamos cientos de eventos y gestionamos decenas de miles de contactos utilizando Glue Up."
plan.promote.and.execute.one.or.hundreds.of.events.large.and.small.from.the.first.idea.to.attendee.follow.up.and.evaluate.with.surveys.after.your.event,"Planea, organiza y ejecuta uno o cientos de eventos, grandes o chicos desde la primera idea hasta el seguimiento y evalúa con encuestas el desempeño de tus eventos."
we.are.very.pleased.with.the.simplicity.of.the.system.we.rarely.spend.time.training.staff.as.most.users.simply.get.it,"Estamos muy satisfechos con la simplicidad del sistema. Raramente pasamos tiempo entrenando al personal ya que la mayoría de los usuarios simplemente ""lo entienden"""
its.simple.and.fast.out.of.the.box.solution.we.now.have.4.client.accounts.running.on.glue.up.software,"Es una solución simple, rápida y fuera de lo ordinario. Ahora tenemos 4 cuentas de cliente que se ejecutan en el software Glue Up."
marcel.ewals,"Marcel Ewals,"
director.community.development.mci.group,"Director, Desarrollo Comunitario, Grupo MCI "
edward.ornelas,"Edward Ornelas, "
president.ceo.inland.empire.regional.chamber.of.commerce,"Presidente y director ejecutivo de la Cámara de Comercio Regional de Inland Empire"
powerful.solutions.that.have.all.tools.you.need.to.build.manage.engage.and.understand.every.member.of.your.community,"Soluciones poderosas que tienen todas las herramientas que necesitas para construir, administrar, emocionar y comprender a cada miembro de tu comunidad."
with.glue.up.everyone.just.gets.it.right.from.the.start.our.solutions.are.sophisticated.enough.to.meet.complex.needs.but.still.easy.to.use.for.everyone,"Con Glue Up, todos lo entienden desde el inicio. Nuestras soluciones son sofisticadas para entender necesidades complejas, pero aún así fácil de usar para todos."
automate.repetitive.tasks.and.error.prone.workflows.use.saved.time.to.create.new.events.or.other.engaging.experiences,"Automatiza tareas repetitivas y flujos de trabajo propensos a errores. Usa el tiempo ahorrado para crear nuevos eventos u otras experiencias interesantes."
your.email,"Tu Correo Electrónico"
lets.do.business.span.classlineinstogetherinsspan,"Hagamos Negocios <span class=""line""><ins>Juntos</ins></span>"
find.the.right.plan.for.your.organization.request.a.demo.and.start.managing.your.operations.and.engaging.your.community.today,"Encuentra el plan adecuado para tu organización, solicita una demostración y comienza a administrar tus operaciones y a involucrar a tu comunidad hoy mismo."
automate.the.busywork,"Automatiza las ocupaciones"
glue.ups.all.in.one.software.automates.repetitive.tasks.so.you.can.get.back.to.growing.your.community,"El software todo en uno de Glue Up automatiza las tareas repetitivas para que tu puedas volver a hacer crecer su comunidad."
aultimate.platform.that.has.everything.you.need.to.run.successful.events.manage.memberships.and.more,"Una plataforma definitiva que tiene todo lo que necesitas para organizar eventos exitosos, administrar membresías y más."
one.app.for.you.to.manage.operations.from.anywhere.and.one.app.for.your.community.to.stay.connected,"Una aplicación móvil para administrar las operaciones desde cualquier sitio y una aplicación móvil para mantener a tu comunidad conectada."
lets.dobr.business.span.classlineinstogetherinsspan,"Hagamos<br> Negocios <span class=""line""><ins>Juntos</ins></span>"
get.quote,"Obtener cotización"
solution,Solución
get.a.quote,"Obtén una Cotización"
virtual.event.management.suite,"Suite de Gestión de Eventos Virtuales"
the.price.is.right,"El Precio es correcto"
our.pricing.is.value.based.to.reflect.the.diverse.needs.of.organizations.we.work.with.request.a.quotation.for.solution.of.your.choice,"Nuestro precio esta basado en proveer valor y reflejar las diversas necesidades de las organizaciones con las que trabajamos. Solicita una cotización para la solución de tu preferencia."
our.pricing.is.value.based.to.reflect.the.diverse.needs.of.organizations.we.work.with,"Nuestro precio esta basado en proveer valor y reflejar las diversas necesidades de las organizaciones con las que trabajamos."
all.rights.reserved,"Todos los derechos reservados."
1775.tysons.blvd.5th.floor.tysons.va.22102.usa,"1775 Tysons Blvd, 5th Floor, Tysons, VA 22102 USA"
ou.are.receiving.this.email.because.you.opted.in.via.our.website,"Estas recibiendo este correo porque te registraste via nuestro sitio web"
you.can.unsubscribe.from.receiving.further.mailings.by.sending.an.email.to,"Puedes darte de baja de seguir recibiendo correos mandando un correo a"
follow.us,Síguenos
reimagine.operations.brtransform.engagement,"Reinventa las Operaciones, <br> Transforma la Interacción"
all.in.one.solutions.for.every.team,"Soluciones Todo-en-Uno Para Cada Equipo "
no.matter.your.needs.our.solutions.are.powerful.yet.flexible.to.empower.you.to.grow.your.organization.and.your.community,"Cualquiera que sea tu necesidad, nuestras soluciones son suficientemente poderosas y flexibles para empoderar el crecimiento de tu organización y comunidad."
scale.up.your.events.not.your.work.brevent.setup.now.frictionless,"Escala tus Eventos, no tu trabajo.<br>Ajuste del Evento, Sin Fricciones. "
create.events.span.classlineins80insspan.faster.with.span.stylecolor0d62feglue.upspan,"Crea eventos <span class=""line""><ins>80%</ins></span> más rápido con <span style=""color:#0d62fe;"">Glue Up</span>."
with.span.stylecolor0d62feglue.upspan.members.stick.around.br.average.retention.rate.of.our.clients.isspan.classlineins.82insspan,"Con <span style=""color:#0d62fe;"">Glue Up</span>, los miembros se quedan. <br> El promedio de retención de nuestros clientes es de <span class=""line""><ins> 82%</ins></span>."
with.span.stylecolor0d62feglue.upspan.members.stick.around.br.average.retention.rate.of.our.clients.is.span.classlineins.82insspan,"Con <span style=""color:#0d62fe;"">Glue Up</span>, los miembros se quedan. <br> El promedio de retención de nuestros clientes es de <span class=""line""><ins> 82%</ins></span>."
dont.take.span.classlineins.our.word.insspan.for.it,"No tomes  <span class='line'><ins> nuestra palabra </ins></span> para ello."
capterra.top.20,"Capterra Top 20"
get.more.out.of.glue.up,"Saca más provecho de Glue Up"
scale.up.events.not.workload,"Escala tus Eventos, No la Cantidad de Trabajo."
scale.up.eventsbr.not.workload,"Escala tus Eventos<br> No la Cantidad de Trabajo. "
retain.engage.and.grow.your.community,"Reten, Involucra y Haz Crecer Tu Comunidad "
lets.span.classlineinstalkinsspan,"Vamos a <span class=""line""><ins> hablar</ins></span>"
have.questions.suggestions.or.feature.requests.let.us.know.what.we.can.do.to.improve.your.glue.up.experience,"Tienes preguntas, sugerencias o quieres ver nuevas funcionalidades? Dinos cómo podemos mejorar la experience de Glue Up."
contact.support,"Contacta a Soporte "
sales,Ventas
ask.our.sales.team.about.pricing.or.our.solutions.and.we.can.show.you.our.platform.in.a.customized.demo.right.away,"Pregúntale a nuestro equipo de ventas sobre los precios o nuestras soluciones y podemos mostrarte nuestra plataforma en una demo personalizada de inmediato."
general.inquiries,"Preguntas Generales"
for.general.questions.potential.partnerships.or.media.inquiries.please.fill.in.the.below.form,"Para preguntas generales, posibles asociaciones o consultas con los medios, por favor completa el siguiente formulario."
for.general.questions.potential.partnerships.or.media.inquiries.please.fill.in.the.below.form.we.will.reply.as.soon.as.possible,"Para preguntas generales, posibles asociaciones o consultas con los medios, por favor"
glue.up.office.locations,"Ubicación de nuestras oficinas"
glue.up.is.present.in.more.than.40.countries.and.has.offices.across.asia.europe.and.north.and.latin.america,"Glue Up está presente en más de 40 países y tiene oficinas en Asia, Europa, Norteamérica y Latinoamérica."
terms.conditions.for.organizations,"Términos & Condiciones para Organizaciones"
organizations.terms,"Términos de organizaciones"
user.terms,"Términos del Usuario"
,
washington.dc,"Washington DC"
1775.tysons.blvd.5th.floorbrtysons.va.22102,"1775 Tysons Blvd, 5th Floor<br>Tysons, VA 22102"
cookie.policy,"Política de Cookies "
beijing,Beijing
shanghai,Shanghai
moscow,Moscú
hong.kong,"Hong Kong"
jakarta,Jakarta
seoul,Seúl
kuala.lumpur,"Kuala Lumpur"
manila,Manila
singapore,Singapur
bangalore,Bangalore
cape.town,"Cape Town"
usa.latam,"USA / LATAM"
europe.and.the.middle.east,"Europa y Medio Oriente"
asia.and.the.pacific,"Asia y el pacifico"
the.americas,"Las Américas"
africa.europe.the.middle.east.and.russia,"África, Europa, Medio Oriente y Rusia"
mexico.city,"Ciudad de México"
sâo.paulo,"São Paulo"
istanbul,Estambul
nairobi,Nairobi
mirage.towers.waiyaki.way.br.westlands.floor.m2.br.nairobi.br.kenya,"Mirage Towers, Waiyaki Way <br> Westlands, Floor M2 <br> Nairobi <br> Kenya"
aviamotornaya.street.8brmoscow,"Aviamotornaya Street 8,<br>Moscow"
1.bridgeway.road.bridgeways.precinctbrcentury.citybrcape.town.7441brsouth.africa,"1 Bridgeway Road, Bridgeways Precinct,<br>Century City<br>Cape Town 7441<br>South Africa"
göktürk.cad.no9.kat3.d13brneo.yaşam.iş.merkezi.göktürkbristanbul.turkey,"Göktürk Cad. No:9 Kat:3 D:13,<br>Neo Yaşam İş Merkezi, Göktürk,<br>Istanbul, Turquía"
room.3.1.tower.dbrguanghualu.soho2brno.9.guanghua.roadbrchaoyang.districtbrbeijing.100020,"Room 3-1, Tower D,<br>Guanghualu SOHO2<br>No. 9 Guanghua Road,<br>Chaoyang District<br>Beijing 100020"
9th.floor.tower.bbrchina.overseas.buildingbr838.s.huangpi.roadbrhuangpu.districtbrshanghai.200025,"9th Floor, Tower B<br>China Overseas Building<br>838 S. Huangpi Road<br>Huangpu District<br>Shanghai 200025"
10f.yf.life.towerbr33.lockhart.road.unit.7114brwanchai.hong.kong,"10/F, YF Life Tower,<br>33 Lockhart Road, Unit 7114,<br>Wanchai, Hong Kong"
the.plaza.office.tower.41fbrjl.m.h.thamrin.kav.28.30brjakarta.10350brindonesia,"The Plaza Office Tower 41F,<br>Jl. M. H. Thamrin Kav. 28-30,<br>Jakarta, 10350,<br>Indonesia"
43.residency.rd.shanthala.nagarbrashok.nagar.bengalurubrkarnataka.560025.india,"43 - Residency Rd, Shanthala Nagar,<br>Ashok Nagar, Bengaluru,<br>Karnataka 560025 India"
5.yongmasan.ro.32.gilbrgwangjin.gubrseoul.04938brsouth.korea,"5, Yongmasan-ro 32 gil,<br>Gwangjin-gu<br>Seoul 04938,<br>South Korea"
928.arnaiz.avenuebrbarangay.san.lorenzobrmakati.citybrmanila.1223brphilippines,"928 Arnaiz Avenue<br>Barangay San Lorenzo<br>Makati City<br>Manila, 1223<br>Philippines"
9.battery.roadbrmyp.centrebroffice.27.107brsingapore.049910,"9 Battery Road<br>MYP Centre<br>Office #27-107<br>Singapore 049910"
opening.soon,"Próxima apertura"
contact.sales,"Contacta a Ventas"
contact.marketing,"Contacta a Marketing"
message,Mensaje
faq,"Preguntas más frecuentes"
frequently.asked.questions,"Preguntas Frecuentes"
